Case Number,Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Time,Species
1962.06.25,25-Jun-1962,1962.0,USA,U.S. Airforce crewman reported missing after bailing out of jet,M,,,,Shark involvement not confirmed
1962.06.21,21-Jun-1962,1962.0,SOUTH AFRICA,"On a ""shark hunt""",,,N,21h00,2.7 m to 3 m [9' to 10'] sharks
1962.06.17,17-Jun-1962,1962.0,USA,Rolled off raft,M,11,N,11h50,1.8 m [6'] shark
1962.06.11.b,11-Jun-1962,1962.0,USA,Escaping from Alacatraz,M,31,N,night,
1962.06.11.b,11-Jun-1962,1962.0,USA,Escaping from Alacatraz,M,32,Y,Night,
1962.06.11.a,11-Jun-1962,1962.0,USA,Escaping from Alacatraz,M,35,Y,Night,
1962.06.10.b,10-Jun-1962,1962.0,PAPUA NEW GUINEA,Washing,M,,Y,Midday,Possibly a bronze whaler shark
1962.06.10.a,10-Jun-1962,1962.0,USA,Standing,M,13,N,16h00,
1962.06.07,07-Jun-1962,1962.0,AUSTRALIA,Fishing,,,N,07h00,
1962.06.04,04-Jun-1962,1962.0,USA,Diving,M,55,N,13h30," Sevengill  shark, 1.2 m [4'] "
1962.06.03,03-Jun-1962,1962.0,USA,Diving,M,31,N,12h00,
1962.05.29,29-May-1962,1962.0,USA,,M,17,N,,
1962.05.12,12-May-1962,1962.0,USA,25-foot cabin cruiser Happy Jack sank in heavy seas,,,Y,03h45 - 04h00,
1962.05.00.R,May 1962,1962.0,FIJI,Fishing,,,N,,
1962.04.20,20-Apr-1962,1962.0,AUSTRALIA,Fishing,,,N,,"Bronze whaler shark, 3.7 m [12'] "
1962.04.09,09-Apr-1962,1962.0,MOZAMBIQUE,Swimming,M,16,N,10h30,
1962.04.07,07-Apr-1962,1962.0,SOUTH AFRICA,Wading,M,13,N,11h30,"Zambesi shark, 1.2 m [4'] "
1962.04.05,05-Apr-1962,1962.0,SOUTH AFRICA,Fishing,,,N,,4.9 m [16']shark
1962.03.25.b,25-Mar-1962,1962.0,NEW ZEALAND,,M,,N,,1.8 m [6'] shark 
1962.03.25.a,25-Mar-1962,1962.0,AUSTRALIA,Fishing,,,N,,"Bronze whaler shark, 4.6 m [15'] "
1962.03.24,24-Mar-1962,1962.0,PAPUA NEW GUINEA,Swimming,M,10,Y,Late afternoon,Possibly a bronze whaler shark
1962.02.23,23-Feb-1962,1962.0,PAPUA NEW GUINEA,Swimming,M,,N,,1.2 m  [4'] shark
1962.02.18,18-Feb-1962,1962.0,NEW ZEALAND,Swimming,M,15,N,,1.8 m [6'] shark
1962.02.15,15-Feb-1962,1962.0,AUSTRALIA,Fishing,M,,N,A.M.,3.7 m [12'] shark
1962.02.07,07-Feb-1962,1962.0,SOUTH AFRICA,Swimming,M,22,Y,09h00,
1962.02.05,05-Feb-1962,1962.0,SOUTH AFRICA,Treading water,M,13,Y,16h20,"White shark, 3 m "
1962.02.04,04-Feb-1962,1962.0,AUSTRALIA,Swimming,M,35,N,14h30,60 cm  shark 
1962.02.02,02-Feb-1962,1962.0,NEW ZEALAND,Fishing,,,U,,
1962.02.00,Feb-1962,1962.0,SOLOMON ISLANDS,Fishing,M,,Y,,
1962.01.27,27-Jan-1962,1962.0,NEW ZEALAND,Splashing ,M,18,N,16h00,1.5 m [5'] shark
1962.01.26,26-Jan-1962,1962.0,MOZAMBIQUE,,M,16,U,,
1962.01.21,21-Jan-1962,1962.0,AUSTRALIA,Fishing,M,19,N,,"Bronze whaler shark,  3m [10'] "
1962.01.18,18-Jan-1962,1962.0,SOUTH AFRICA,Fishing,M,40,,13h10,Shark involvement prior to death was not confirmed
1962.01.16,16-Jan-1962,1962.0,NEW ZEALAND,Fishing,,,N,,"Said to involve a 4.9 m [16'] ""red shark"""
1962.01.15,15-Jan-1962,1962.0,NEW ZEALAND,Fishing,M,44,N,12h00,
1962.01.14.c,14-Jan-1962,1962.0,USA,Fishing,M,29,N,10h30,"White shark, 4 m [13'] "
1962.01.14.b,14-Jan-1962,1962.0,AUSTRALIA,Fishing,,,N,," Grey nurse shark,  3 m [10'] "
1962.01.14.a,14-Jan-1962,1962.0,AUSTRALIA,Surfing,M,19,N,13h30,"Bronze whaler shark, 2.1 m [7'] shark"
1962.01.11.c,11-Jan-1962,1962.0,AUSTRALIA,Fishing,,,N,,Said to involve a Grey nurse shark 3.7 m [12'] 
1962.01.11.b,11-Jan-1962,1962.0,PAPUA NEW GUINEA,Fishing,M,24,N,12h00,White shark
1962.01.11.a,11-Jan-1962,1962.0,NEW ZEALAND,Fishing,F,54,N,18h00,"36""  shark"
1962.01.10,10-Jan-1962,1962.0,AUSTRALIA,Fishing,,,N,,White shark
1962.01.08,08-Jan-1962,1962.0,AUSTRALIA,Swimming,M,25,,,Shark involvement prior to death was not confirmed
1962.01.07.b,07-Jan-1962,1962.0,AUSTRALIA,Rowing,,,N,,
1962.01.07.a,07-Jan-1962,1962.0,AUSTRALIA,Surfing,,,N,,
1962.01.06,06-Jan-1962,1962.0,SOUTH AFRICA,Fishing,,,N,,
1962.01.02,02-Jan-1962,1962.0,AUSTRALIA,Fishing,,,N,,2.7 m [9'] shark
1962.01.01,01-Jan-1962,1962.0,MARSHALL ISLANDS,Fishing,M,57,N,13h00,1.8 m [6'] shark
1962.00.00.c,1962,1962.0,SPAIN,Dangling feet in the water,F,,N,,
1962.00.00.b,Jan-Jun-1962,1962.0,INDONESIA,,,,Y,,
1962.00.00.a,Ca. 1962,1962.0,AUSTRALIA,Diving,M,,N,,
1961.12.28.c,28-Dec-1961,1961.0,AUSTRALIA,Standing,F,18,Y,16h15,3 m [10'] shark
1961.12.28.b,28-Dec-1961,1961.0,AUSTRALIA,Standing,M,24,N,16h15,3 m [10'] shark
1961.12.28.a,28-Dec-1961,1961.0,SOUTH AFRICA,Treading water,M,18,N,16h50,Zambesi shark
1961.12.27,27-Dec-1961,1961.0,AUSTRALIA,Fishing,M,23,N,07h00,"Grey nurse shark, 2.4 m [8'] "
1961.12.19,19-Dec-1961,1961.0,AUSTRALIA,Fishing,,,N,,2.7 m [9'] shark
1961.12.18.b,18-Dec-1961,1961.0,MOZAMBIQUE,Bathing,M,20,N,16h00,
1961.12.18.a,18-Dec-1961,1961.0,AUSTRALIA,Surfing,M,22,Y,06h15,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
1961.12.13,13-Dec-1961,1961.0,AUSTRALIA,Swimming,M,17,N,14h00,1.8 m [6'] shark
1961.11.14,14-Nov-1961,1961.0,MEXICO,,,,,,Shark involvement prior to death was not confirmed
1961.10.27,17-Oct-1961,1961.0,PHILIPPINES,Gathering shells,M,,N,,
1961.10.09,09-Oct-1961,1961.0,USA,Swimming,M,45,,,Shark involvement prior to death was not confirmed
1961.10.00.b,Oct-1961,1961.0,VANUATU,Paddling outrigger canoe,M,,N,,Two shark's teeth recovered from canoe
1961.10.00.a,Oct-1961,1961.0,USA,,M,45,Y,,
1961.09.26,26-Sep-1961,1961.0,USA,,M,16,N,16h30,
1961.09.24.b,24-Sep-1961,1961.0,CROATIA,Swimming,M,19,Y,Early afternoon,White shark
1961.09.24.a,24-Sep-1961,1961.0,TANZANIA,Fishing,M,42,N,07h00,
1961.09.23,23-Sep-1961,1961.0,MID ATLANTIC OCEAN,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,N,06h00,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
1961.09.07,07-Sep-1961,1961.0,PERSIAN GULF,Diving,M,,N,10h30,1.5 m to 1.8 m  [5' to 6'] shark
1961.09.02.R,Reported 06-Sep-1961,1961.0,ITALY,Fishing,M,33 & 37,N,,1 m shark
1961.09.06,06-Sep-1961,1961.0,AUSTRALIA,Attaching a line at sea,,,,,Shark involvement prior to death was not confirmed
1961.08.20,20-Aug-1961,1961.0,USA,Swimming,M,16,N,09h30 / 15h30,"White shark, 4 m [13'] "
1961.08.16,16-Aug-1961,1961.0,USA,Wading,M,19,N,08h00,White shark
1961.08.04,04-Aug-1961,1961.0,BERMUDA,Fishing,M,22,N,11h00,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] "
1961.08.02,02-Aug-1961,1961.0,USA,Fishing,M,38,N,17h30,2.4 m [8'] shark
1961.08.01,01-Aug-1961,1961.0,PAPUA NEW GUINEA,Fishing,M,,N,,
1961.07.29,29-Jul-1961,1961.0,USA,Fishing,M,57,N,14h30,"43"" shark"
1961.07.16,16-Jul-1961,1971.0,TURKEY,Swimming,M,16,N,,
1961.07.07.b,07-Jul-1961,1961.0,AUSTRALIA,Fishing,,,N,,"White shark, 5.2 m [17'], 2500-lb "
1961.07.00.b,Jul-1961,1961.0,ITALY,Fishing,M,21,N,14h00,"White shark, 4.5 m "
1961.07.00.a,Jul-1961,1961.0,PANAMA,Fishing,M,10,Y,,
1961.06.24,24-Jun-1961,1961.0,USA,Fishing,M,23,Y,09h30,
1961.06.18,18-Jun-1961,1961.0,USA,Standing,M,25,N,Afternoon,
1961.06.06.R,Reported 06-Jun-1961,1961.0,USA,Fishing,M,,N,,Hammerhead shark
1961.06.02,02-Jun-1961,1961.0,NEW BRITAIN,Fishing,M,,N,,
1961.06.01,01-Jun-1961,1961.0,PAPUA NEW GUINEA,Fishing,M,19,N,,2.7 m [9']shark
1961.05.21,21-May-1961,1961.0,USA,Diving,M,20,N,08h00 / 09h30,White shark
1961.05.17,17-May-1961,1961.0,NEW BRITAIN,Fishing,M,,N,,
1961.05.15,15-May-1961,1961.0,USA,Walking in chest-deep water,M,52,N,11h30,"Hammerhead shark, 500-llb "
1961.05.07,07-May-1961,1961.0,AUSTRALIA,Fishing,M,,N,,
1961.04.30,30-Apr-1961,1961.0,USA,Splashing ,M,10,,15h00,Shark involvement not confirmed
1961.04.25,25-Apr-1961,1961.0,AUSTRALIA,Fishing,M,,N,12h00,"Wobbegong shark, 1.4 m [4'6""] "
1961.04.21,21-Apr-1961,1961.0,MOZAMBIQUE,Swimming,M,37,N,10h00,Zambesi shark
1961.04.17,17-Apr-1961,1961.0,SOUTH AFRICA,Diving,M,,N,,"2 m  ""yellow belly"" captive shark. Shark destroyed by aquarium staff next day"
1961.04.16.b,16-Apr-1961,1961.0,USA,Fishing,M,22,N,,"Tiger shark, 3 m [10']"
1961.04.16.a,16-Apr-1961,1961.0,AUSTRALIA,Fishing,M,21,N,,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley"
1961.04.14,14-Apr-1961,1961.0,AUSTRALIA,Fishing,M,40,N,Night," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
1961.04.09,09-Apr-1961,1961.0,MOZAMBIQUE,Swimming,M,38,Y,11h00,Zambesi shark
1961.04.08,08-Apr-1961,1961.0,PERSIAN GULF,Fishing,,,Y,,
1961.04.03,03-Apr-1961,1961.0,AUSTRALIA,Fishing,M,24,N,,"Grey nurse shark, 2,7 m [9'], 200-lb "
1961.04.00,Apr-1961,1961.0,AUSTRALIA,Fishing,M,,N,,"Wobbegong shark, 1.4 m [4.6'] "
1961.03.30,30-Mar-1961,1961.0,AUSTRALIA,Fishing,M,24,N,,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery"
1961.03.18,18-Mar-1961,1961.0,AUSTRALIA,Swimming,M,24,N,Late afternoon,3 m [10'] shark
1961.03.14,14-Mar-1961,1961.0,AUSTRALIA,Fishing,F,,N,,
1961.03.12,12-Mar-1961,1961.0,AUSTRALIA,Fishing,M,21,N,14h30,"White shark, 3.7 m [12'] "
1961.03.09,09-Mar-1961,1961.0,NORTH PACIFIC OCEAN,Diving,M,33,N,15h30,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart"
1961.03.07,07-Mar-1961,1961.0,SOUTH AFRICA,Fishing,M,44,N,,"Zambesi shark, 4'9"""
1961.03.00,Mar-1961,1961.0,FIJI,Floating,M,,N,11h00,
1961.02.17.b,17-Feb-1961,1961.0,USA,Cleaning a tank,M,30,N,,
1961.02.17.a,17-Feb-1961,1961.0,AUSTRALIA,Standing,F,,N,18h00,"2' ""banjo shark"""
1961.02.16,16-Feb-1961,1961.0,JAMAICA,,M,,Y,,
1961.02.12,12-Feb-1961,1961.0,SOUTH AFRICA,Fishing,M,27,N,Late afternoon,1.5 m [5'] shark
1961.02.01.b,01-Feb-1961,1961.0,SOUTH AFRICA,Swimming,M,14,Y,14h50,"2.1 m [7'], 90-kg shark"
1961.02.01.a,01-Feb-1961,1961.0,AUSTRALIA,Fishing,M,,N,,"Grey nurse shark, 2.7 m [9'] "
1961.02.00,Feb-1961,1961.0,USA,,M,,,,Questionable incident
1961.01.25,25-Jan-1961,1961.0,SOUTH AFRICA,Fishing,,,N,,4.6 m [15'] shark
1961.01.22,22-Jan-1961,1961.0,SOUTH AFRICA,Swimming,M,15,N,14h20,White shark
1961.01.15,15-Jan-1961,1961.0,AUSTRALIA,Collecting aquarium specimens,M,27,N,Morning,"Wobbegong shark, 1.5 m [5'] "
1961.01.06.c,06-Jan-1961,1961.0,SOUTH AFRICA,Standing,M,13,N,19h35,"White shark, based on bite pattern"
1961.01.06.b,06-Jan-1961,1961.0,ATLANTIC OCEAN,Pacific Seafarer of US Navy,,,Y,,
1961.01.06.a,06-Jan-1961,1961.0,AUSTRALIA,Fishing,M,,N,,"Hammerhead shark, 1.8 m [6'] "
1961.01.05,05-Jan-1961,1961.0,MOZAMBIQUE,Swimming,M,,N,16h00,Six Zambesi sharks seen to 1.5 m [5'] in length
1961.01.03.b,03-Jan-1961,1961.0,SOUTH AFRICA,Standing,M,28,N,15h30,
1961.01.03.a,03-Jan-1961,1961.0,SOUTH AFRICA,,,,,,Shark involvement prior to death was not confirmed
1961.01.02.R,Reported 02-Jan-1961,1961.0,AUSTRALIA,Ocean racing,,,N,,
1961.00.00.e,1961,1961.0,AUSTRALIA,Fishing,,,N,,
1961.01.01,01-Jan-1961,1961.0,COLUMBIA,Swimming,M,,N,,1.8 m [6'] shark
1961.00.00.d,1961,1961.0,NEW CALEDONIA,Fishing,,,N,,
1961.00.00.b,1961,1961.0,SENEGAL,Diving,M,20,Y,,> 3 m shark
1961.00.00.a,1961,1961.0,USA,Light aircraft ditched at sea,,,Y,,
1960.12.27.b,27-Dec-1960,1960.0,USA,Fishing,M,,Y,,
1960.12.27.a.,27-Dec-1960,1960.0,AUSTRALIA,,F,27,N,,3 m [10'] shark
1960.12.24,24-Dec-1960,1960.0,SOUTH AFRICA,Swimming,M,25,Y,16h30,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark"
1960.12.20,20-Dec-1960,1960.0,AUSTRALIA,Fishing,M,33,N,09h00,"Grey nurse shark, 1m "
1960.12.01,01-Dec-1960,1960.0,AUSTRALIA,Fishing,M,,N,,"Bull shark, 1m "
1960.11.27,27-Nov-1960,1960.0,AUSTRALIA,Swimming,M,41,N,14h45,3' shark
1960.11.22,22-Nov-1960,1960.0,USA,"Fell overboard, prop slashed arm",F,51,,,Shark involvement prior to death was not confirmed
1960.11.11,11-Nov-1960,1960.0,AUSTRALIA,Surfing,M,17,N,15h00,
1960.11.06,06-Nov-1960,1960.0,AUSTRALIA,Fishing,M,24,N,,"Wobbegong shark, 1.8 m [6'] "
1960.11.00.d,Nov-1960,1960.0,SOUTH AFRICA,Hand lining for shad,,,N,,White shark (tooth fragments recovered from hull of boat)
1960.11.00.c,Nov-1960,1960.0,NEW GUINEA,,M,,N,,"1.4 m [4'6""] blacktip shark"
1960.11.00.b,Nov-1960,1960.0,PAPUA NEW GUINEA,Fishing,M,,Y,,
1960.10.25,25-Oct-1960,1960.0,USA,Ejected from F3H-2 aircraft ,M,36,N,14h00,
1960.10.24,24-Oct-1960,1960.0,SOUTH AFRICA,Fishing,,,N,,"White shark, 3.7 m to 4.6 m [12' to 15'] "
1960.10.02,01-Oct-1960,1960.0,AUSTRALIA,Fishing,M,24,,,Shark involvement not confirmed
1960.10.00.e,Oct-1960,1960.0,PAPUA NEW GUINEA,Collecting shells,M,26,N,,
1960.10.00.d,Oct-1960,1960.0,RED SEA / INDIAN OCEAN,Fishing,M,,Y,,
1960.10.00.c,Oct-1960,1960.0,USA,Diving,M,,,,Questionable incident
1960.10.00.b,Oct-1960,1960.0,SOUTH AFRICA,Fishing,,,N,,"White shark, 18 mm tooth fragment  recovered from the hull"
1960.10.00.a,Oct-1960,1960.0,JOHNSTON ISLAND,Diving,M,37,,12h00 to 14h00,Invalid
1960.09.24,24-Sep-1960,1960.0,USA,Fishing,M,,N,,"2.4 m [8'], 600-lb shark"
1960.09.22,22-Sep-1960,1960.0,PACIFIC OCEAN,R5D aircraft went down with 29 on board,M,,N,,
1960.09.18,18-Sep-1960,1960.0,AUSTRALIA,,,,N,,3.7 m [12'] shark
1960.09.02,02-Sep-1960,1960.0,MARSHALL ISLANDS,Fishing,M,,,12h00,Invalid
1960.09.01,01-Sep-1960,1960.0,MARSHALL ISLANDS,Fishing,M,,,12h00,Invalid
1960.08.30,30-Aug-1960,1960.0,USA,Swimming,M,25,N,17h15,
1960.08.29,29-Aug-1960,1960.0,SENEGAL,Air disaster: crash of Air France Super Constellation ,,,Y,,
1960.08.25,25-Aug-1960,1960.0,USA,Aircraft crashed into sea,M,,,,Shark involvement prior to death was not confirmed
1960.08.24,24-Aug-1960,1960.0,USA,Diving,M,38,N,13h35,
1960.08.22.R.,Reported 22-Aug-1960,1960.0,PAPUA NEW GUINEA,Diving,M,,N,,
1960.08.22,22-Aug-1960,1960.0,USA,,M,14,N,,
1960.08.21,21-Aug-1960,1960.0,USA,Standing,M,24,N,16h00,
1960.08.14,14-Aug-1960,1960.0,MOZAMBIQUE,Fishing,,,,,Shark involvement not confirmed
1960.08.10,10-Aug-1960,1960.0,USA,Holding shark on leader & dangling it above the water,M,15,N,20h00,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer"
1960.08.04.b,04-Aug-1960,1960.0,ENGLAND,Helping angler land a shark,M,25,N,,80-lb hooked shark
1960.08.04.a,04-Aug-1960,1960.0,USA,Fishing,M,46,N,,2.4 m [8'] shark
1960.08.00,Aug-1960,1960.0,USA,Swimming,M,,Y,,
1960.07.27,27-Jul-1960,1960.0,PAPUA NEW GUINEA,Fishing,M,25,N,P.M.,
1960.07.05,05-Jul-1960,1960.0,USA,Pulling raft out to ride to shore,M,17,N,,
1960.07.03,03-Jul-1960,1960.0,USA,Fishing,M,41,N,12h00,"""sand shark"""
1960.07.02.a,02-Jul-1960,1960.0,PAPUA NEW GUINEA,Fishing,M,,N,,
1960.06.29,29-Jun-1960,1960.0,USA,Fishing,M,,N,14h00,7' shark
1960.06.27.b,27-Jun-1960,1960.0,NEW ZEALAND,Fishing,,,N,,"White shark, 15'2"" "
1960.06.27.a,27-Jun-1960,1960.0,NORTH SEA,Fishing,M,18,N,,"""A small shark"""
1960.06.24,24-Jun-1960,1960.0,USA,Diving,M,39,N,11h00,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth"
1960.06.07,07-Jun-1960,1960.0,USA,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"37, 67, 35, 27,  ? & 27",,,Shark involvement prior to death was not confirmed
1960.06.05,05-Jun-1960,1960.0,PHILIPPINES,Diving,M,58,Y,Morning,
1960.06.04,04-Jun-1960,1960.0,USA,Swimming,M,24,N,15h45,
1960.05.29,29-May-1960,1960.0,PANAMA,Fishing,M,27,N,08h30,
1960.05.24,24-May-1960,1960.0,BERMUDA,Diving,M,25,N,15h00,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered"
1960.05.19,19-May-1960,1960.0,USA,Swimming,F,16,N,13h00,"White shark, 4 m to 5 m [13' to 16.5'] "
1960.05.16,16-May-1960,1960.0,USA,,,,N,,"Lemon shark, 1.8 m [6'] male, N. breviostris, identified by W.A. Stark II, later the same day a 6'8"" pregnant female lemon shark bit the bow of the boat"
1960.05.01,01-May-1960,1960.0,PAPUA NEW GUINEA,,,,Y,,
1960.04.30,30-Apr-1960,1960.0,SOUTH AFRICA,Treading water,M,16,N,15h35,"White shark, 2.1 m [7']  based on tooth pattern"
1960.04.24,24-Apr-1960,1960.0,USA,Diving,M,48,N,14h00,"White shark, 4.9 m [16'] "
1960.04.22,22-Apr-1960,1960.0,AUSTRALIA,Fishing,M,,N,,"Bronze whaler shark, 3 m [10'], 200-lb"
1960.04.20.R,Reported 20-Apr-1960,1960.0,SOUTH AFRICA,Fishing,M,,N,,"Raggedtooth shark, 100-lb "
1960.04.14,14-Apr-1960,1960.0,BERMUDA,Floating,M,"21, 34,24 & 35",,09h00 - 09h30,Questionable incident
1960.04.12,12-Apr-1960,1960.0,AUSTRALIA,Surfing,M,17,N,Late afternoon,"White shark, 3.7 m [12'] "
1960.04.10,10-Apr-1960,1960.0,AUSTRALIA,Fishing,M,,N,,"Sandtiger shark, 2.1 m [7'] "
1960.04.03.b,03-Apr-1960,1960.0,AUSTRALIA,Fishing,M,,N,,1.5 m [5'] shark
1960.04.03.a,03-Apr-1960,1960.0,AUSTRALIA,Fishing,M,,N,12h00,"Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description"
1960.04.01,01-Apr-1960,1960.0,AUSTRALIA,Fishing,,,N,,White shark
1960.04.00.c,Apr-1960,1960.0,FIJI,Fishing,F,,Y,,
1960.04.00.b,Apr-1960,1960.0,PHILIPPINES,Fishing,M,,Y,,
1960.04.00.a,Apr-1960,1960.0,SOUTH AFRICA,Fishing,,,N,,White shark (tooth fragments recovered)
1960.03.31,31-Mar-1960,1960.0,USA,Treading water,M,42,N,12h00,"1.2 m [4'], possibly  larger shark"
1960.03.28,28-Mar-1960,1960.0,GUAM,Fishing,M,44,N,12h00,1.2 m [4'] shark
1960.02.29,29-Feb-1960,1960.0,AUSTRALIA,Fishing,M,30 & 32,N,Night,Two 2.1 m [7'] sharks
1960.02.27.b,27-Feb-1960,1960.0,NEW ZEALAND,Fishing,M,22,N,,"Bronze whaler shark,4 m [13'] "
1960.02.27.a,27-Feb-1960,1960.0,USA,Fishing,M,36,,08h00,"According to Benjamin, the injury was inflicted by a barracuda, not a shark"
1960.02.24,24-Feb-1960,1960.0,SENEGAL,Fishing,M,,N,,
1960.02.19,19-Feb-1960,1960.0,PAPUA NEW GUINEA,Fishing,M,26,Y,,"Tiger shark, 3.4 m [11'] captured"
1960.02.10.,10-Feb-1960,1960.0,AUSTRALIA,Fishing,,,N,,"Tiger shark, 14' "
1960.02.07,07-Feb-1960,1960.0,AUSTRALIA,Fishing,M,20,N,,"Grey nurse shark, 2.9 m [9'6""] "
1960.02.03,03-Feb-1960,1960.0,USA,S2F-1 airplane crashed immediately after carrier take-off,,,,02h00,Shark involvement prior to deaths was not confirmed
1960.01.30,30-Jan-1960,1960.0,PAPUA NEW GUINEA,,M,,N,,"3.5 m [11'6""] shark captured"
1960.01.26,26-Jan-1960,1960.0,,Portuguese Airliner with 9 people aboard went down. ,,,N,,
1960.01.21,21-Jan-1960,1960.0,AUSTRALIA,,,,N,,Blue pointer
1960.01.16,16-Jan-1960,1960.0,AUSTRALIA,Diving,M,13,Y,15h30,Bull shark
1960.01.13,13-Jan-1960,1960.0,AUSTRALIA,Fishing,M,,N,P.M.,Wobbegong shark
1960.01.07,07-Jan-1960,1960.0,AUSTRALIA,Fishing,,,N,09h00,4.9 m [16'] shark
1960.01.01,01-Jan-1960,1960.0,SOUTH AFRICA,Standing,F,,N,,
1960.00.00.j,1960,1960.0,NICARAGUA ,Bathing,M,,N,Morning,3.7 m to 4.6 m [12' to 15'] shark
1960.00.00.i,1960,1960.0,GRENADA,Fishing,M,9,N,,
1960.00.00.h,Early summer 1960,1960.0,CARIBBEAN SEA,Aircraft crashed into sea,M,,,,Shark involvement prior to death was not confirmed
1960.00.00.g,Late 1960s,1960.0,SRI LANKA,Fishing,M,,N,,Blacktail reef shark
1960.00.00.f,1960s,1960.0,SRI LANKA,Fishing,M,,N,,Blacktip reef shark
1960.00.00.e,1960-1961,1960.0,FIJI,Fishing,M,,N,,
1960.00.00.d,1960,1960.0,PAPUA NEW GUINEA,Fishing,M,16,Y,,
1960.00.00.c,1960,1960.0,PAPUA NEW GUINEA,Fishing,M,20,N,,
1960.00.00.b,Ca. 1960,1960.0,MOZAMBIQUE,Swimming,F,5,Y,,
1960.00.00.a,Ca. 1960,1960.0,SOUTH AFRICA,Wading,F,,N,11h00,2.1 m [7'] shark
1959.12.29,29-Dec-1959,1959.0,AUSTRALIA,Paddling,,,N,Afternoon,3.7 m [12'] tiger shark
1959.12.28,28-Dec-1959,1959.0,AUSTRALIA,Fishing,,50 & 30,N,Late night,2.4 m  [8'] shark
1959.12.26,26-Dec-1959,1959.0,PAPUA NEW GUINEA,Swimming,,13,Y,,
1959.12.19.b,19-Dec-1959,1959.0,AUSTRALIA,Diving,M,29,Y,06h00,
1959.12.19.a,19-Dec-1959,1959.0,PHILIPPINES,Fishing,M,,Y,12h15,
1959.12.11,11-Dec-1959,1959.0,AUSTRALIA,Fishing,M,17 & 35,N,,2.7 m [9']  shark
1959.12.07,07-Dec-1959,1959.0,AUSTRALIA,Fishing,M,,,,Invalid
1959.12.03,03-Dec-1959,1959.0,NEW ZEALAND,Fishing,M,,N,14h00,"Mako shark, 4.3 m [14']"
1959.12.00,Dec-1959,1959.0,MALDIVE ISLANDS,Fishing,F,3,Y,,
1959.11.29,29-Nov-1959,1959.0,AUSTRALIA,Surfing,M,19,N,14h45,3.5 m [11.5'] shark
1959.11.28,28-Nov-1959,1959.0,AUSTRALIA,Standing,M,17,N,07h30,"""a small shark"""
1959.11.22,22-Nov-1959,1959.0,AUSTRALIA,Surfing,M,19,N,11h00,3 m to 4.3 m [10' to 14'] shark
1959.11.16,16-Nov-1959,1959.0,USA,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,,,01h32,Invalid
1959.11.15,15-Nov-1959,1959.0,SOUTH AFRICA,Fishing,,,N,,"Thresher shark, 3.7 m [12'] "
1959.11.12.R,Reported 12-Nov-1959,1959.0,AUSTRALIA,Fishing,,,N,,6 m [20'] shark
1959.11.10,10-Nov-1959,1959.0,USA,Surfing,M,21,N,10h30 or 13h30,"Blue shark, 1.5 m [5'] "
1959.11.09,09-Nov-1959,1959.0,AUSTRALIA,Fishing,M,,N,,"Carpet shark, 1.5 m [5']"
1959.11.01,01-Nov-1959,1959.0,PAPUA NEW GUINEA,Fishing,M,,N,,
1959.10.07,07-Oct-1959,1959.0,MOZAMBIQUE,Swimming,M,X,Y,,
1959.10.05,05-Oct-1959,1959.0,PAPUA NEW GUINEA,,,,N,,
1959.10.04,04-Oct-1959,1959.0,USA,Diving,M,30,N,15h15,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks"
1959.10.02,02-Oct-1959,1959.0,FIJI,Diving,M,,Y,,4.3 m [14'] shark
1959.10.00,Oct-1959,1959.0,FIJI,Fishing,M,36,N,12h00,"Tiger shark, 1.8 m [6']"
1959.09.30,30-Sep-1959,1959.0,PHILIPPINES,Swimming,M,28,N,,
1959.09.27,27-Sep-1959,1959.0,BERMUDA,,F,29,,,Shark involvement prior to death was not confirmed
1959.09.26.b,26-Sep-1959,1959.0,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,N,17h00,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved"
1959.09.26.a,26-Sep-1959,1959.0,USA,Gigging for flounder,,,U,Midnight,"Said to involve white shark, but species identify questionable"
